"","GENDER","EDU_FATHER","EDU_MOTHER","OCC_FATHER","OCC_MOTHER","STRATUM","PEOPLE_HOUSE","COMPUTER","CAR","MOBILE","UNIVERSITY","OVERALL_SCORE"
"8530",1,"Complete Secondary Education","Complete Secondary Education","Independent","Operator","3","5",1,1,0,"2",244
"8531",0,"Complete Secondary Education","Incomplete Primary Education","Independent","Independent","2","4",1,0,0,"2",271
"8532",0,"Complete Primary Education","Complete Technical Education","Independent","Technical or professional level employee","1","5",1,0,1,"2",124
"8533",1,"Complete Technical Education","Complete Professional Education","Technical or professional level employee","Technical or professional level employee","3","2",1,0,1,"2",382
"8534",1,"Incomplete Secondary Education","Incomplete Secondary Education","Independent","Home","2","4",1,0,1,"4",217
"8535",1,"Incomplete Secondary Education","Complete Professional Education","Retired","Home","3","4",1,1,1,"2",394
"8536",1,"Complete Primary Education","Complete Secondary Education","Operator","Home","1","4",1,0,1,"4",377
"8537",1,"Complete Technical Education","Complete Secondary Education","Operator","Independent","2","9",1,0,1,"2",170
"8538",1,"Incomplete Secondary Education","Incomplete Primary Education","Auxiliary or Administrative","Independent","2","3",1,0,1,"4",402
"8539",1,"Complete Professional Education","Complete Secondary Education","Independent professional","Entrepreneur ","2","5",1,0,1,"3",385
"8540",0,"Complete Secondary Education","Complete Secondary Education","Independent","Home","2","4",1,0,1,"2",338
"8541",0,"Complete Technical Education","Complete Technical Education","Independent professional","Home","1","3",1,0,0,"3",423
"8542",0,"Complete Professional Education","Complete Professional Education","Entrepreneur ","Executive","4","5",1,1,1,"4",301
"8543",1,"Complete Secondary Education","Complete Primary Education","Retired","Home","3","4",1,0,1,"4",397
"8544",0,"Incomplete Secondary Education","Complete Technical Education","Operator","Home","1","3",1,1,0,"3",66
"8545",1,"Complete Professional Education","Complete Professional Education","Technical or professional level employee","Home","2","4",1,1,1,"5",449
"8546",0,"Complete Secondary Education","Complete Secondary Education","Independent","Home","2","7",1,0,0,"3",151
"8547",1,"Complete Technical Education","Complete Secondary Education","Independent","Home","1","8",1,0,0,"3",352
"8548",0,"Complete Primary Education","Complete Primary Education","Retired","Home","2","2",1,0,1,"2",298
"8549",0,"Incomplete Secondary Education","Incomplete Secondary Education","Independent","Home","2","4",1,0,1,"2",247
"8550",1,"Complete Professional Education","Complete Secondary Education","Independent","Home","3","4",1,0,1,"5",377
"8551",0,"Unknown","Incomplete Secondary Education","Other occupation","Other occupation","2","4",1,0,1,"2",361
"8552",0,"Complete Secondary Education","Complete Secondary Education","Technical or professional level employee","Home","2","5",1,1,0,"3",225
"8553",1,"Complete Secondary Education","Complete Technical Education","Independent","Home","3","3",1,1,1,"4",317
"8554",0,"Incomplete Technical Education","Incomplete Professional Education","Small entrepreneur ","Small entrepreneur ","4","5",1,1,0,"3",414
"8555",0,"Postgraduate Education","Complete Technical Education","Technical or professional level employee","Home","4","4",1,1,1,"2",333
"8556",0,"Complete Professional Education","Complete Professional Education","Other occupation","Independent professional","3","2",0,0,1,"3",422
"8557",0,"Complete Technical Education","Complete Secondary Education","Technical or professional level employee","Home","2","6",1,0,1,"2",316
"8558",0,"Complete Secondary Education","Complete Secondary Education","Operator","Operator","3","5",0,0,1,"4",425
"8559",1,"Complete Technical Education","Complete Secondary Education","Small entrepreneur ","Home","2","7",1,1,1,"3",309
"8560",0,"Complete Primary Education","Complete Primary Education","Independent","Independent","2","5",0,0,1,"2",294
"8561",0,"Complete Secondary Education","Complete Technical Education","Independent","Home","2","4",0,0,0,"4",441
"8562",0,"Complete Technical Education","Complete Technical Education","Technical or professional level employee","Independent","3","6",1,0,1,"4",421
"8563",1,"Complete Technical Education","Complete Professional Education","Executive","Technical or professional level employee","4","3",1,1,1,"4",331
"8564",1,"Incomplete Secondary Education","Complete Secondary Education","Independent","Home","3","4",1,1,1,"4",453
"8565",0,"Complete Technical Education","Complete Secondary Education","Small entrepreneur ","Auxiliary or Administrative","3","3",1,1,1,"4",216
"8566",0,"Incomplete Primary Education","Incomplete Primary Education","Entrepreneur ","Home","1","8",0,0,0,"3",201
"8567",1,"Incomplete Professional Education","Postgraduate Education","Other occupation","Executive","4","3",1,0,1,"4",449
"8568",1,"Incomplete Secondary Education","Incomplete Secondary Education","Independent","Entrepreneur ","4","4",1,1,1,"4",355
"8569",0,"Complete Professional Education","Complete Professional Education","Independent professional","Technical or professional level employee","3","4",1,1,1,"4",269
"8570",1,"Complete Secondary Education","Complete Primary Education","Independent","Home","1","4",0,0,0,"1",270
"8571",0,"Complete Secondary Education","Complete Secondary Education","Independent","Independent","1","3",0,0,0,"2",309
"8572",0,"Complete Secondary Education","Complete Professional Education","Independent professional","Technical or professional level employee","4","4",1,1,1,"4",252
"8573",1,"Complete Secondary Education","Complete Secondary Education","Other occupation","Home","2","4",1,1,1,"4",352
"8574",0,"Complete Technical Education","Complete Secondary Education","Independent","Home","3","6",1,1,1,"4",170
"8575",0,"Postgraduate Education","Incomplete Technical Education","Executive","Home","4","4",1,1,1,"4",383
"8576",0,"Incomplete Secondary Education","Complete Technical Education","Retired","Independent professional","5","3",1,1,1,"4",336
"8577",0,"Complete Technical Education","Complete Professional Education","Retired","Auxiliary or Administrative","3","4",1,1,1,"4",269
"8578",0,"Complete Professional Education","Complete Professional Education","Small entrepreneur ","Operator","4","4",1,1,1,"4",415
"8579",0,"Postgraduate Education","Incomplete Technical Education","Other occupation","Small entrepreneur ","6","5",1,1,1,"4",340
"8580",0,"Complete Professional Education","Incomplete Professional Education","Small entrepreneur ","Home","4","4",1,1,1,"4",344
"8581",1,"Incomplete Technical Education","Complete Professional Education","Independent","Home","5","4",1,1,1,"4",377
"8582",0,"Incomplete Primary Education","Incomplete Primary Education","Independent","Home","1","5",0,0,0,"3",247
"8583",0,"Incomplete Technical Education","Complete Technical Education","Operator","Auxiliary or Administrative","2","4",1,0,1,"4",431
"8584",0,"Complete Professional Education","Complete Technical Education","Independent professional","Home","2","4",1,0,0,"4",374
"8585",1,"Incomplete Technical Education","Complete Professional Education","Independent professional","Executive","4","3",1,1,1,"3",443
"8586",1,"Complete Secondary Education","Complete Secondary Education","Independent","Home","3","4",0,1,1,"4",174
"8587",0,"Complete Secondary Education","Complete Technical Education","Independent","Technical or professional level employee","2","3",1,0,1,"4",444
"8588",1,"Complete Professional Education","Complete Professional Education","Technical or professional level employee","Home","4","6",1,1,1,"3",457
"8589",1,"Complete Professional Education","Complete Secondary Education","Executive","Home","4","6",1,1,1,"2",174
"8591",1,"Complete Professional Education","Complete Technical Education","Technical or professional level employee","Independent","4","4",1,1,1,"4",207
"8592",1,"Complete Professional Education","Complete Professional Education","Independent","Other occupation","3","5",1,1,1,"4",407
"8593",1,"Complete Professional Education","Complete Professional Education","Independent","Independent professional","4","6",1,1,1,"3",226
"8594",0,"Incomplete Secondary Education","Incomplete Secondary Education","Independent","Home","1","3",0,0,1,"2",286
"8595",0,"Complete Professional Education","Complete Professional Education","Other occupation","Auxiliary or Administrative","3","4",1,1,0,"3",257
"8596",0,"Complete Technical Education","Complete Technical Education","Technical or professional level employee","Executive","4","4",1,1,1,"2",263
"8597",0,"Incomplete Secondary Education","Incomplete Primary Education","Operator","Home","1","4",1,0,0,"2",318
"8598",1,"Complete Secondary Education","Complete Secondary Education","Retired","Home","2","5",1,0,0,"2",59
"8599",1,"Complete Secondary Education","Complete Secondary Education","Retired","Home","1","6",0,0,1,"4",336
"8600",0,"Complete Professional Education","Complete Technical Education","Technical or professional level employee","Home","3","4",1,0,1,"4",385
"8601",0,"Incomplete Professional Education","Complete Technical Education","Home","Technical or professional level employee","3","4",1,0,0,"3",349
"8602",0,"Complete Primary Education","Incomplete Secondary Education","Independent","Independent","2","4",1,0,0,"3",266
"8603",1,"Complete Technical Education","Complete Technical Education","Technical or professional level employee","Technical or professional level employee","2","5",1,0,1,"3",320
"8604",1,"Complete Professional Education","Complete Professional Education","Auxiliary or Administrative","Executive","5","4",1,1,1,"3",320
"8605",1,"Incomplete Technical Education","Complete Secondary Education","Auxiliary or Administrative","Home","2","5",1,1,0,"4",71
"8606",0,"Incomplete Secondary Education","Complete Primary Education","Independent","Independent","3","4",1,1,1,"2",98
"8607",1,"Complete Professional Education","Complete Professional Education","Independent professional","Technical or professional level employee","2","5",1,0,1,"5",262
"8608",0,"Complete Secondary Education","Complete Secondary Education","Independent","Independent","2","4",1,1,1,"2",229
"8609",0,"Complete Secondary Education","Complete Secondary Education","Independent","Technical or professional level employee","3","5",0,0,1,"3",176
"8610",1,"Incomplete Technical Education","Complete Professional Education","Auxiliary or Administrative","Technical or professional level employee","3","4",0,0,1,"3",485
"8611",1,"Complete Professional Education","Incomplete Professional Education","Other occupation","Home","3","4",1,1,1,"5",459
"8612",0,"Complete Secondary Education","Complete Secondary Education","Operator","Operator","4","4",1,0,1,"5",397
"8613",0,"Incomplete Secondary Education","Incomplete Technical Education","Operator","Home","1","2",1,0,1,"5",402
"8614",0,"Incomplete Primary Education","Complete Primary Education","Other occupation","Home","1","6",1,0,0,"4",247
"8615",1,"Complete Professional Education","Complete Professional Education","Entrepreneur ","Technical or professional level employee","1","6",1,0,0,"3",166
"8616",1,"Complete Secondary Education","Complete Secondary Education","Independent","Home","1","4",0,0,1,"4",321
"8617",1,"Complete Professional Education","Postgraduate Education","Independent professional","Independent professional","4","2",1,1,1,"3",333
"8618",0,"Postgraduate Education","Complete Technical Education","Technical or professional level employee","Auxiliary or Administrative","4","5",1,1,1,"3",377
"8619",1,"Incomplete Secondary Education","Complete Secondary Education","Independent","Auxiliary or Administrative","3","3",1,1,1,"2",361
"8620",0,"Complete Secondary Education","Complete Primary Education","Auxiliary or Administrative","Home","1","4",1,0,0,"2",132
"8621",0,"Complete Primary Education","Complete Secondary Education","Operator","Operator","3","4",0,0,1,"4",424
"8622",1,"Complete Technical Education","Complete Secondary Education","Small entrepreneur ","Independent","2","5",1,0,1,"3",313
"8623",1,"Complete Secondary Education","Complete Secondary Education","Technical or professional level employee","Home","2","3",0,0,0,"1",171
"8624",1,"Incomplete Professional Education","Complete Secondary Education","Small entrepreneur ","Home","3","3",1,0,1,"4",384
"8625",0,"Complete Secondary Education","Complete Professional Education","Other occupation","Technical or professional level employee","3","5",1,1,1,"3",219
"8626",1,"Complete Professional Education","Complete Secondary Education","Technical or professional level employee","Home","3","5",1,0,1,"2",216
"8627",1,"Complete Professional Education","Complete Secondary Education","Technical or professional level employee","Home","2","5",1,0,0,"4",418
"8628",0,"Postgraduate Education","Complete Secondary Education","Other occupation","Home","2","4",1,0,1,"2",340
"8629",0,"Complete Secondary Education","Incomplete Technical Education","Operator","Home","2","4",1,0,1,"3",297
"8630",0,"Complete Technical Education","Complete Secondary Education","Technical or professional level employee","Home","2","4",1,1,1,"4",238
"8631",0,"Incomplete Secondary Education","Incomplete Secondary Education","Independent","Independent","1","3",1,0,1,"2",65
"8632",0,"Incomplete Secondary Education","Postgraduate Education","Independent","Technical or professional level employee","3","4",1,0,1,"4",419
"8634",1,"Incomplete Secondary Education","Incomplete Secondary Education","Small entrepreneur ","Home","2","4",0,1,1,"5",214
"8635",0,"Incomplete Primary Education","Incomplete Primary Education","Other occupation","Home","2","2",0,0,0,"3",363
"8636",1,"Complete Secondary Education","Incomplete Secondary Education","Independent","Home","1","4",1,0,0,"2",226
"8637",1,"Postgraduate Education","Postgraduate Education","Executive","Other occupation","3","4",1,1,1,"2",311
"8638",0,"Incomplete Primary Education","Incomplete Primary Education","Other occupation","Independent","2","2",0,0,0,"1",103
"8639",1,"Complete Professional Education","Incomplete Professional Education","Entrepreneur ","Other occupation","4","5",1,1,1,"4",329
"8640",1,"Complete Technical Education","Complete Professional Education","Executive","Operator","3","4",1,1,1,"2",413
"8641",1,"Incomplete Professional Education","Incomplete Professional Education","Entrepreneur ","Home","3","12",1,0,0,"4",438
"8642",1,"Incomplete Primary Education","Complete Professional Education","Entrepreneur ","Independent professional","5","4",1,1,0,"2",248
"8643",1,"Complete Professional Education","Complete Professional Education","Executive","Executive","3","6",1,1,0,"2",306
"8644",1,"Incomplete Primary Education","Complete Primary Education","Independent","Home","1","4",0,0,0,"2",202
"8645",1,"Incomplete Secondary Education","Complete Primary Education","Executive","Home","3","4",1,1,0,"4",339
"8646",1,"Complete Secondary Education","Complete Secondary Education","Independent","Home","2","5",1,1,1,"3",383
"8647",1,"Complete Secondary Education","Incomplete Secondary Education","Independent","Small entrepreneur ","3","3",1,0,0,"2",326
"8648",1,"Complete Technical Education","Complete Professional Education","Technical or professional level employee","Technical or professional level employee","3","2",1,0,0,"4",289
"8649",1,"Unknown","Incomplete Primary Education","Independent","Independent","1","3",1,0,0,"4",314
"8650",0,"Complete Technical Education","Complete Professional Education","Retired","Home","5","2",1,1,1,"1",382
"8651",1,"Incomplete Technical Education","Complete Secondary Education","Operator","Operator","2","4",1,0,1,"3",383
"8652",0,"Complete Secondary Education","Complete Secondary Education","Independent","Independent","3","4",1,1,1,"2",285
"8653",0,"Complete Professional Education","Complete Professional Education","Independent","Independent","3","4",1,1,1,"3",279
"8654",1,"Complete Secondary Education","Complete Professional Education","Technical or professional level employee","Technical or professional level employee","3","4",1,1,1,"2",255
"8655",0,"Complete Secondary Education","Complete Secondary Education","Other occupation","Home","1","5",1,1,0,"4",271
"8656",1,"Complete Professional Education","Complete Professional Education","Entrepreneur ","Home","3","3",1,1,1,"2",245
"8657",1,"Unknown","Incomplete Primary Education","Other occupation","Independent","1","6",1,0,1,"2",200
"8658",1,"Incomplete Primary Education","Complete Primary Education","Small entrepreneur ","Home","3","3",1,0,0,"2",270
"8659",1,"Complete Primary Education","Complete Secondary Education","Operator","Home","1","4",0,0,0,"3",179
"8660",1,"Postgraduate Education","Complete Secondary Education","Technical or professional level employee","Home","2","4",1,1,0,"2",282
"8661",0,"Complete Secondary Education","Incomplete Technical Education","Independent","Independent professional","3","3",1,1,1,"5",379
"8662",0,"Complete Technical Education","Complete Secondary Education","Technical or professional level employee","Home","2","6",0,0,0,"3",269
"8663",1,"Complete Secondary Education","Complete Professional Education","Technical or professional level employee","Other occupation","2","3",0,0,0,"2",220
"8664",1,"Complete Secondary Education","Complete Professional Education","Operator","Auxiliary or Administrative","3","5",1,1,1,"4",392
"8665",0,"Incomplete Primary Education","Complete Primary Education","Independent","Home","3","5",1,0,1,"3",185
"8666",1,"Complete Secondary Education","Incomplete Secondary Education","Small entrepreneur ","Independent","2","3",1,0,1,"2",126
"8667",0,"Incomplete Primary Education","Complete Professional Education","Operator","Auxiliary or Administrative","2","5",1,0,0,"4",218
"8668",0,"Complete Professional Education","Postgraduate Education","Technical or professional level employee","Technical or professional level employee","2","3",0,0,0,"3",316
"8669",1,"Complete Professional Education","Complete Secondary Education","Independent professional","Home","2","6",1,0,1,"2",207
"8670",1,"Incomplete Technical Education","Complete Technical Education","Other occupation","Technical or professional level employee","2","5",1,0,0,"2",318
"8671",1,"Incomplete Secondary Education","Complete Technical Education","Independent","Independent","2","4",1,0,1,"4",310
"8672",0,"Unknown","Unknown","Independent professional","Independent professional","3","6",1,1,1,"0",235
"8673",1,"Complete Secondary Education","Complete Technical Education","Technical or professional level employee","Technical or professional level employee","1","6",1,0,1,"2",99
"8674",0,"Complete Professional Education","Complete Professional Education","Entrepreneur ","Entrepreneur ","3","5",1,1,1,"2",232
"8675",0,"Complete Primary Education","Complete Primary Education","Independent professional","Independent professional","3","4",1,1,1,"2",244
"8677",1,"Complete Professional Education","Complete Secondary Education","Technical or professional level employee","Home","2","5",1,0,1,"0",252
"8678",1,"Complete Professional Education","Postgraduate Education","Technical or professional level employee","Technical or professional level employee","2","5",1,0,1,"4",274
"8679",0,"Complete Professional Education","Complete Professional Education","Technical or professional level employee","Technical or professional level employee","1","4",1,1,0,"4",330
"8680",0,"Complete Secondary Education","Postgraduate Education","Small entrepreneur ","Technical or professional level employee","2","4",1,0,0,"3",227
"8681",1,"Complete Secondary Education","Incomplete Primary Education","Independent","Home","2","7",1,0,1,"3",367
"8682",1,"Complete Technical Education","Complete Technical Education","Operator","Operator","2","4",1,1,1,"4",386
"8683",1,"Incomplete Technical Education","Incomplete Technical Education","Independent","Operator","2","4",0,0,1,"2",263
"8684",1,"Incomplete Primary Education","Complete Primary Education","Independent","Home","1","6",0,0,0,"3",168
"8685",1,"Complete Secondary Education","Complete Secondary Education","Technical or professional level employee","Home","2","5",1,1,1,"4",391
"8686",1,"Complete Technical Education","Complete Technical Education","Executive","Home","4","3",1,0,1,"4",370
"8687",0,"Incomplete Secondary Education","Incomplete Secondary Education","Operator","Operator","2","4",1,0,1,"1",145
"8689",1,"Complete Secondary Education","Incomplete Primary Education","Independent","Home","2","4",1,0,0,"3",270
"8690",0,"Complete Secondary Education","Postgraduate Education","Executive","Technical or professional level employee","2","5",1,1,1,"2",405
"8691",1,"Complete Professional Education","Complete Professional Education","Technical or professional level employee","Technical or professional level employee","3","4",1,0,1,"2",299
"8692",1,"Incomplete Secondary Education","Complete Secondary Education","Operator","Auxiliary or Administrative","2","2",1,0,1,"2",422
"8693",1,"Complete Secondary Education","Complete Technical Education","Retired","Home","3","3",1,0,0,"5",408
"8694",0,"Complete Professional Education","Complete Secondary Education","Executive","Home","2","5",1,0,1,"2",298
"8695",1,"Complete Secondary Education","Incomplete Secondary Education","Independent","Independent","2","9",0,0,0,"4",430
"8696",1,"Incomplete Secondary Education","Complete Secondary Education","Independent","Home","1","4",1,0,0,"4",384
"8697",1,"Unknown","Complete Secondary Education","Other occupation","Home","3","3",1,0,1,"3",169
"8698",0,"Complete Primary Education","Incomplete Primary Education","Independent","Home","3","5",0,0,1,"4",242
"8699",0,"Complete Secondary Education","Complete Professional Education","Retired","Other occupation","1","9",0,0,0,"2",194
"8700",1,"Postgraduate Education","Postgraduate Education","Entrepreneur ","Executive","5","5",1,1,1,"5",465
"8701",0,"Complete Secondary Education","Incomplete Secondary Education","Other occupation","Home","2","4",0,0,0,"4",387
"8702",0,"Complete Technical Education","Complete Secondary Education","Independent","Operator","1","4",1,0,0,"3",188
"8703",0,"Complete Professional Education","Complete Professional Education","Technical or professional level employee","Technical or professional level employee","2","5",1,1,1,"3",381
"8704",1,"Complete Technical Education","Complete Technical Education","Independent","Technical or professional level employee","3","3",1,0,1,"2",374
"8705",0,"Complete Technical Education","Complete Professional Education","Technical or professional level employee","Home","3","4",1,0,1,"2",358
"8706",1,"Complete Primary Education","Incomplete Secondary Education","Independent","Home","2","4",1,1,0,"3",338
"8707",1,"Complete Professional Education","Incomplete Technical Education","Technical or professional level employee","Home","3","4",1,1,1,"2",335
"8708",1,"Unknown","Complete Technical Education","Independent professional","Home","3","4",1,1,1,"2",435
"8709",1,"Complete Secondary Education","Complete Technical Education","Retired","Auxiliary or Administrative","3","5",1,1,1,"3",285
"8710",1,"Complete Professional Education","Complete Professional Education","Technical or professional level employee","Technical or professional level employee","2","4",1,1,1,"3",428
"8711",1,"Complete Secondary Education","Complete Secondary Education","Technical or professional level employee","Home","4","4",1,1,1,"1",222
"8712",1,"Complete Professional Education","Complete Professional Education","Executive","Technical or professional level employee","4","4",1,1,1,"1",315
"8713",1,"Complete Secondary Education","Complete Professional Education","Other occupation","Executive","2","4",1,1,1,"2",358
"8714",1,"Complete Professional Education","Complete Technical Education","Technical or professional level employee","Home","2","6",0,0,1,"4",373
"8715",0,"Complete Secondary Education","Complete Professional Education","Operator","Technical or professional level employee","3","4",1,0,1,"2",472
"8716",0,"Complete Technical Education","Complete Technical Education","Technical or professional level employee","Technical or professional level employee","2","5",1,0,1,"4",304
"8717",1,"Incomplete Professional Education","Complete Professional Education","Operator","Home","2","6",1,1,1,"2",364
"8719",1,"Complete Professional Education","Complete Professional Education","Independent professional","Executive","3","4",1,1,0,"1",179
"8720",1,"Postgraduate Education","Postgraduate Education","Other occupation","Small entrepreneur ","3","4",1,1,1,"2",411
"8721",0,"Complete Technical Education","Complete Secondary Education","Technical or professional level employee","Home","3","5",1,1,1,"2",302
"8722",1,"Complete Professional Education","Complete Professional Education","Executive","Entrepreneur ","2","2",1,1,1,"2",94
"8723",1,"Complete Secondary Education","Complete Secondary Education","Technical or professional level employee","Home","3","4",1,1,1,"4",301
"8724",1,"Complete Primary Education","Incomplete Primary Education","Other occupation","Home","1","5",0,0,0,"4",174
"8725",0,"Complete Technical Education","Complete Technical Education","Technical or professional level employee","Executive","3","4",1,1,1,"2",313
"8726",0,"Complete Professional Education","Complete Professional Education","Entrepreneur ","Entrepreneur ","3","6",1,1,1,"2",194
"8727",0,"Complete Professional Education","Complete Professional Education","Independent","Technical or professional level employee","3","5",1,1,1,"2",133
"8728",0,"Complete Primary Education","Complete Secondary Education","Independent","Independent professional","2","3",1,0,0,"4",358
"8729",1,"Complete Professional Education","Complete Professional Education","Independent professional","Other occupation","3","4",1,1,1,"1",334
"8730",1,"Complete Professional Education","Complete Professional Education","Independent professional","Small entrepreneur ","3","4",1,1,1,"5",474
"8731",0,"Incomplete Secondary Education","Complete Secondary Education","Independent","Independent","3","5",1,0,1,"2",342
"8732",1,"Complete Secondary Education","Complete Secondary Education","Entrepreneur ","Entrepreneur ","2","5",1,1,0,"2",346
"8733",1,"Complete Secondary Education","Complete Professional Education","Independent","Independent","3","4",1,0,1,"2",323
"8734",0,"Complete Technical Education","Complete Professional Education","Executive","Technical or professional level employee","2","4",1,0,0,"2",312
"8735",0,"Complete Technical Education","Complete Technical Education","Independent","Home","2","6",1,0,1,"4",404
"8736",0,"Complete Technical Education","Complete Technical Education","Independent","Home","2","3",1,0,1,"3",376
"8737",0,"Complete Technical Education","Complete Secondary Education","Executive","Independent","4","6",1,1,1,"4",449
"8738",1,"Complete Secondary Education","Complete Secondary Education","Small entrepreneur ","Independent","3","1",1,1,0,"3",285
"8739",0,"Complete Professional Education","Complete Professional Education","Technical or professional level employee","Auxiliary or Administrative","2","5",1,1,0,"2",348
"8740",0,"Incomplete Primary Education","Complete Secondary Education","Independent","Auxiliary or Administrative","2","4",1,0,0,"1",188
"8741",1,"Complete Technical Education","Complete Technical Education","Retired","Home","2","4",1,0,1,"3",101
"8742",0,"Incomplete Secondary Education","Incomplete Secondary Education","Independent","Independent","1","4",1,1,1,"3",336
"8743",0,"Unknown","Complete Secondary Education","Other occupation","Operator","2","5",1,1,1,"2",277
"8744",0,"Incomplete Professional Education","Incomplete Secondary Education","Small entrepreneur ","Home","3","5",1,1,1,"3",147
"8745",1,"Incomplete Secondary Education","Complete Secondary Education","Operator","Operator","3","5",1,1,1,"3",297
"8746",1,"Complete Professional Education","Complete Professional Education","Independent","Entrepreneur ","3","4",1,1,1,"3",328
"8747",1,"Unknown","Complete Primary Education","Other occupation","Home","2","5",1,0,1,"3",402
"8748",1,"Complete Professional Education","Complete Technical Education","Technical or professional level employee","Auxiliary or Administrative","3","4",1,0,1,"4",258
"8749",0,"Complete Secondary Education","Complete Technical Education","Independent","Technical or professional level employee","2","6",1,0,0,"3",350
"8750",1,"Complete Secondary Education","Postgraduate Education","Operator","Technical or professional level employee","3","4",1,1,1,"3",242
"8751",1,"Complete Secondary Education","Complete Secondary Education","Technical or professional level employee","Technical or professional level employee","3","3",1,1,0,"3",258
"8752",1,"Postgraduate Education","Complete Professional Education","Technical or professional level employee","Technical or professional level employee","3","4",1,0,1,"5",325
"8753",0,"Complete Primary Education","Complete Secondary Education","Entrepreneur ","Entrepreneur ","2","4",1,1,0,"4",131
"8754",0,"Complete Technical Education","Complete Technical Education","Operator","Operator","3","4",1,0,1,"2",272
"8755",0,"Incomplete Secondary Education","Complete Technical Education","Operator","Auxiliary or Administrative","2","5",0,0,0,"2",213
"8756",1,"Complete Primary Education","Complete Primary Education","Independent","Home","3","7",1,0,1,"3",411
"8757",0,"Incomplete Secondary Education","Complete Technical Education","Other occupation","Technical or professional level employee","2","5",1,1,0,"3",268
"8758",1,"Complete Secondary Education","Complete Primary Education","Independent","Home","2","4",0,0,1,"2",381
"8759",0,"Complete Secondary Education","Complete Secondary Education","Independent","Independent","2","4",1,1,1,"2",372
"8760",0,"Complete Technical Education","Complete Technical Education","Independent professional","Auxiliary or Administrative","2","4",1,0,0,"2",145
"8761",1,"Complete Technical Education","Complete Secondary Education","Independent","Home","3","4",1,0,1,"4",387
"8762",0,"Complete Technical Education","Complete Technical Education","Technical or professional level employee","Technical or professional level employee","3","5",1,1,1,"2",206
"8763",0,"Complete Secondary Education","Complete Technical Education","Operator","Home","2","4",1,0,1,"3",162
"8764",0,"Incomplete Technical Education","Complete Secondary Education","Small entrepreneur ","Small entrepreneur ","3","5",0,0,1,"4",316
"8765",1,"Complete Primary Education","Complete Primary Education","Other occupation","Home","1","4",0,0,0,"3",279
"8766",0,"Complete Secondary Education","Complete Secondary Education","Retired","Home","1","6",1,0,0,"2",305
"8767",1,"Incomplete Professional Education","Complete Secondary Education","Entrepreneur ","Home","4","5",1,1,1,"5",460
"8768",0,"Complete Secondary Education","Complete Technical Education","Independent","Home","1","5",1,0,1,"2",189
"8769",1,"Complete Technical Education","Complete Technical Education","Independent","Independent","2","3",1,0,1,"5",414
"8770",0,"Incomplete Professional Education","Complete Primary Education","Auxiliary or Administrative","Home","2","3",1,1,1,"2",413
"8771",1,"Complete Technical Education","Complete Secondary Education","Independent","Home","2","5",1,0,1,"5",482
"8772",0,"Complete Technical Education","Complete Technical Education","Operator","Small entrepreneur ","2","4",1,1,1,"4",331
"8773",1,"Complete Secondary Education","Complete Secondary Education","Retired","Home","3","4",1,0,1,"1",289
"8774",0,"Incomplete Secondary Education","Incomplete Secondary Education","Independent","Home","2","5",1,0,1,"2",236
"8775",1,"Complete Professional Education","Complete Professional Education","Independent professional","Independent professional","4","4",1,1,1,"3",453
"8776",1,"Complete Professional Education","Complete Primary Education","Technical or professional level employee","Small entrepreneur ","2","3",1,1,1,"2",318
"8777",0,"Complete Secondary Education","Complete Secondary Education","Operator","Home","2","5",1,0,0,"3",226
"8778",1,"Complete Secondary Education","Complete Secondary Education","Operator","Home","2","4",1,0,0,"2",141
"8779",0,"Incomplete Secondary Education","Incomplete Secondary Education","Other occupation","Home","2","5",1,0,0,"2",294
"8780",0,"Incomplete Professional Education","Incomplete Professional Education","Technical or professional level employee","Home","3","6",1,0,1,"2",353
"8781",1,"Complete Secondary Education","Complete Secondary Education","Independent","Home","2","7",0,1,0,"2",310
"8782",0,"Complete Professional Education","Complete Technical Education","Other occupation","Operator","2","3",0,0,1,"3",359
"8783",0,"Complete Primary Education","Complete Primary Education","Independent","Home","2","4",1,0,1,"2",252
"8784",1,"Complete Professional Education","Complete Technical Education","Independent professional","Home","3","4",1,0,0,"3",302
"8785",0,"Incomplete Secondary Education","Complete Technical Education","Independent","Home","1","6",0,0,0,"3",394
"8786",0,"Complete Primary Education","Complete Secondary Education","Independent","Independent","2","3",1,1,1,"1",155
"8787",1,"Complete Secondary Education","Complete Secondary Education","Independent","Independent","3","5",0,1,0,"4",433
"8788",0,"Postgraduate Education","Postgraduate Education","Technical or professional level employee","Technical or professional level employee","3","5",1,1,0,"3",311
"8789",1,"Incomplete Secondary Education","Complete Primary Education","Other occupation","Home","2","4",0,1,0,"3",240
"8790",0,"Complete Secondary Education","Complete Secondary Education","Small entrepreneur ","Home","2","4",1,0,0,"4",454
"8791",0,"Complete Primary Education","Complete Primary Education","Small entrepreneur ","Other occupation","3","4",1,0,1,"3",232
"8792",1,"Complete Secondary Education","Complete Technical Education","Other occupation","Technical or professional level employee","2","2",1,0,1,"4",342
"8793",1,"Incomplete Primary Education","Complete Secondary Education","Operator","Home","2","4",1,1,1,"3",216
"8794",1,"Complete Secondary Education","Complete Technical Education","Entrepreneur ","Auxiliary or Administrative","2","2",1,1,0,"1",176
"8795",0,"Incomplete Professional Education","Complete Professional Education","Retired","Home","4","3",1,0,1,"2",419
