"","GENDER","EDU_FATHER","EDU_MOTHER","OCC_FATHER","OCC_MOTHER","STRATUM","PEOPLE_HOUSE","COMPUTER","CAR","MOBILE","UNIVERSITY","OVERALL_SCORE"
"1",0,"Incomplete Professional Education","Complete Technical Education","Technical or professional level employee","Home","4","3",1,0,1,"4",407
"2",0,"Complete Secondary Education","Complete Professional Education","Entrepreneur ","Independent professional","5","3",1,1,1,"5",397
"3",1,"Unknown","Unknown","Independent","Home","2","5",1,0,0,"3",101
"4",0,"Unknown","Unknown","Other occupation","Independent","2","3",1,0,1,"2",304
"5",1,"Complete Professional Education","Complete Professional Education","Executive","Home","4","1",1,1,1,"4",457
"6",0,"Complete Professional Education","Complete Professional Education","Independent","Executive","6","3",1,1,1,"2",266
"7",1,"Complete Professional Education","Complete Professional Education","Small entrepreneur ","Executive","5","4",1,1,1,"4",271
"8",0,"Incomplete Secondary Education","Complete Secondary Education","Entrepreneur ","Independent professional","6","5",1,1,0,"5",472
"9",1,"Complete Secondary Education","Complete Professional Education","Independent","Operator","2","3",1,0,1,"2",173
"10",1,"Incomplete Technical Education","Incomplete Technical Education","Independent","Home","2","4",1,1,1,"3",160
"11",0,"Unknown","Unknown","Other occupation","Independent professional","3","5",1,1,1,"4",470
"12",1,"Complete Technical Education","Complete Secondary Education","Technical or professional level employee","Entrepreneur ","2","4",1,1,1,"3",177
"13",0,"Unknown","Incomplete Technical Education","Small entrepreneur ","Home","3","5",1,0,0,"3",253
"14",1,"Complete Professional Education","Complete Professional Education","Entrepreneur ","Small entrepreneur ","6","6",1,1,1,"4",441
"15",0,"Incomplete Primary Education","Incomplete Primary Education","Small entrepreneur ","Executive","1","2",0,0,0,"3",300
"16",0,"Complete Technical Education","Unknown","Technical or professional level employee","Technical or professional level employee","3","2",1,0,1,"1",334
"17",1,"Complete Professional Education","Complete Professional Education","Small entrepreneur ","Executive","3","4",1,1,1,"2",321
"18",1,"Complete Professional Education","Complete Professional Education","Independent professional","Independent professional","3","4",1,1,1,"2",430
"19",1,"Complete Technical Education","Complete Secondary Education","Operator","Independent","2","4",1,0,0,"2",156
"20",1,"Complete Professional Education","Complete Professional Education","Technical or professional level employee","Technical or professional level employee","3","3",1,0,0,"3",366
"21",1,"Complete Professional Education","Complete Professional Education","Independent professional","Executive","3","3",1,1,1,"2",344
"22",1,"Incomplete Primary Education","Incomplete Secondary Education","Independent","Home","2","4",1,0,1,"3",232
"23",1,"Complete Primary Education","Incomplete Primary Education","Independent","Home","4","4",1,1,1,"2",200
"24",1,"Incomplete Primary Education","Incomplete Primary Education","0","0","2","5",0,0,1,"5",329
"25",1,"Complete Professional Education","Incomplete Professional Education","Executive","Operator","3","4",1,0,1,"4",454
"26",1,"Complete Technical Education","Complete Technical Education","Executive","Home","3","3",1,1,1,"5",471
"27",1,"Complete Professional Education","Complete Technical Education","Technical or professional level employee","Technical or professional level employee","3","4",1,1,1,"4",290
"28",1,"Postgraduate Education","Complete Professional Education","Executive","Auxiliary or Administrative","6","5",1,1,1,"5",399
"29",0,"Complete Secondary Education","Complete Technical Education","Technical or professional level employee","Home","4","4",1,1,1,"2",194
"30",0,"Complete Technical Education","Complete Technical Education","Executive","Independent","3","4",1,1,1,"2",324
"31",1,"Complete Secondary Education","Incomplete Secondary Education","Other occupation","Other occupation","4","12",1,1,1,"2",290
"32",1,"Complete Professional Education","Complete Professional Education","Executive","Other occupation","3","4",1,1,1,"2",443
"33",1,"Complete Professional Education","Complete Secondary Education","Independent professional","Independent professional","4","2",1,1,1,"4",398
"34",1,"Incomplete Professional Education","Incomplete Professional Education","Independent","Technical or professional level employee","4","4",1,1,1,"4",363
"35",1,"Complete Professional Education","Complete Professional Education","Small entrepreneur ","Small entrepreneur ","4","4",1,1,1,"4",283
"36",1,"Complete Professional Education","Incomplete Secondary Education","Technical or professional level employee","Home","5","5",1,1,1,"5",433
"37",1,"Complete Professional Education","Incomplete Professional Education","Executive","Executive","5","4",1,1,1,"5",402
"38",1,"Complete Professional Education","Postgraduate Education","Small entrepreneur ","Small entrepreneur ","3","2",1,1,1,"4",393
"39",0,"Complete Professional Education","Complete Professional Education","Independent","Executive","5","4",1,1,1,"5",238
"40",1,"Complete Professional Education","Complete Secondary Education","Independent professional","Home","5","3",1,1,1,"5",388
"41",0,"Unknown","Unknown","0","Home","4","4",0,1,1,"5",384
"42",0,"Postgraduate Education","Complete Secondary Education","Technical or professional level employee","Executive","4","5",1,1,1,"2",345
"43",0,"Complete Secondary Education","Complete Secondary Education","Independent","Home","3","4",1,0,1,"2",225
"44",1,"Complete Professional Education","Incomplete Professional Education","Small entrepreneur ","Small entrepreneur ","2","4",1,1,1,"2",399
"45",1,"Complete Technical Education","Complete Technical Education","Small entrepreneur ","Home","2","4",1,1,1,"4",456
"46",1,"Incomplete Professional Education","Complete Technical Education","Technical or professional level employee","Technical or professional level employee","4","4",1,0,1,"4",433
"47",1,"Postgraduate Education","Postgraduate Education","Executive","Executive","4","3",1,1,1,"4",278
"48",0,"Complete Professional Education","Complete Professional Education","Small entrepreneur ","Small entrepreneur ","5","3",1,1,1,"5",353
"49",1,"Complete Professional Education","Incomplete Professional Education","Other occupation","Home","4","5",1,1,0,"2",199
"50",1,"Complete Technical Education","Complete Technical Education","Technical or professional level employee","Small entrepreneur ","3","5",1,0,1,"2",350
"51",0,"Complete Professional Education","Incomplete Professional Education","Independent professional","Independent professional","6","4",1,1,1,"5",228
"52",1,"Complete Professional Education","Complete Professional Education","Independent professional","Independent professional","5","4",1,1,1,"5",433
"53",1,"Unknown","Unknown","0","0","5","2",0,0,0,"5",343
"54",0,"Complete Secondary Education","Complete Professional Education","Retired","Independent professional","3","4",1,0,1,"2",406
"55",1,"Complete Technical Education","Incomplete Technical Education","Independent","Technical or professional level employee","3","3",1,0,0,"5",293
"56",1,"Complete Professional Education","Complete Technical Education","Technical or professional level employee","Home","3","3",1,1,1,"5",279
"57",0,"Unknown","Unknown","0","0","2","3",0,1,1,"2",379
"59",0,"Complete Secondary Education","Complete Secondary Education","Independent","Independent","5","3",1,0,1,"2",358
"60",1,"Postgraduate Education","Incomplete Professional Education","Technical or professional level employee","Operator","2","6",1,0,1,"4",472
"61",1,"Complete Professional Education","Complete Technical Education","Retired","Small entrepreneur ","3","2",1,0,0,"4",401
"62",1,"Complete Secondary Education","Complete Secondary Education","Executive","Other occupation","3","9",1,0,1,"2",414
"64",1,"Complete Professional Education","Complete Professional Education","Technical or professional level employee","Retired","5","4",1,1,1,"5",418
"65",1,"Complete Secondary Education","Complete Secondary Education","Independent","Independent","3","3",1,1,1,"4",372
"67",1,"Complete Secondary Education","Incomplete Secondary Education","Operator","Home","2","3",1,0,0,"2",384
"68",1,"Incomplete Professional Education","Incomplete Professional Education","Auxiliary or Administrative","Auxiliary or Administrative","3","5",1,1,1,"2",344
"69",1,"Complete Professional Education","Complete Professional Education","Executive","Home","3","4",1,0,1,"4",343
"70",1,"Complete Technical Education","Complete Professional Education","Independent professional","Auxiliary or Administrative","4","3",1,1,0,"5",267
"71",0,"Incomplete Professional Education","Complete Secondary Education","Independent","Home","2","4",0,0,1,"4",367
"72",0,"Complete Professional Education","Complete Professional Education","Independent professional","Independent professional","4","4",1,1,1,"5",256
"73",1,"Complete Professional Education","Postgraduate Education","Entrepreneur ","Entrepreneur ","4","3",1,1,1,"5",441
"74",0,"Complete Professional Education","Incomplete Secondary Education","Independent","Operator","2","4",1,0,1,"5",306
"75",0,"Complete Secondary Education","Complete Professional Education","Operator","Technical or professional level employee","2","4",1,0,1,"4",399
"76",1,"Incomplete Professional Education","Incomplete Professional Education","Entrepreneur ","Home","6","6",1,1,1,"4",420
"77",0,"Complete Professional Education","Complete Professional Education","Small entrepreneur ","Home","3","8",1,1,1,"4",356
"78",1,"Postgraduate Education","Postgraduate Education","Executive","Technical or professional level employee","5","3",1,1,1,"4",388
"79",1,"Complete Professional Education","Complete Professional Education","Entrepreneur ","Independent","6","5",1,1,1,"4",457
"80",1,"Complete Secondary Education","Complete Secondary Education","Small entrepreneur ","Home","3","3",1,0,1,"2",302
"81",1,"Complete Technical Education","Complete Professional Education","Independent","Independent professional","5","5",1,1,1,"3",340
"82",1,"Postgraduate Education","Postgraduate Education","Executive","Executive","4","5",1,1,1,"2",320
"83",1,"Complete Professional Education","Complete Professional Education","Entrepreneur ","Independent","6","4",1,1,0,"4",436
"84",0,"Complete Secondary Education","Complete Secondary Education","Independent","Home","5","4",1,1,1,"3",283
"85",1,"Postgraduate Education","Postgraduate Education","Entrepreneur ","Independent professional","4","3",1,1,1,"2",223
"86",0,"Complete Professional Education","Complete Professional Education","Independent professional","Technical or professional level employee","4","6",1,0,1,"3",181
"87",0,"Complete Professional Education","Complete Professional Education","Executive","Small entrepreneur ","6","5",1,1,1,"5",376
"88",0,"Complete Secondary Education","Incomplete Primary Education","Independent","Other occupation","1","4",0,0,0,"3",209
"89",1,"Complete Professional Education","Complete Professional Education","Executive","Executive","6","5",1,1,1,"4",480
"90",1,"Incomplete Professional Education","Complete Professional Education","Independent","Independent professional","6","4",1,1,1,"3",399
"91",1,"Postgraduate Education","Postgraduate Education","Retired","Executive","6","3",1,1,1,"4",467
"92",1,"Postgraduate Education","Postgraduate Education","Executive","Operator","4","5",1,1,0,"5",383
"93",1,"Complete Secondary Education","Complete Secondary Education","Operator","Operator","3","6",1,0,0,"3",164
"94",0,"Complete Professional Education","Complete Secondary Education","Small entrepreneur ","Small entrepreneur ","3","3",1,1,1,"3",365
"95",0,"Incomplete Primary Education","Complete Primary Education","Operator","Operator","2","2",0,1,1,"3",108
"96",1,"Complete Primary Education","Complete Secondary Education","Entrepreneur ","Small entrepreneur ","2","4",1,1,1,"3",159
"97",0,"Incomplete Professional Education","Complete Secondary Education","Retired","Auxiliary or Administrative","3","2",1,1,1,"5",446
"98",0,"Complete Professional Education","Complete Professional Education","Entrepreneur ","Independent","6","5",1,1,1,"5",405
"99",1,"Complete Technical Education","Postgraduate Education","Independent","Executive","4","4",1,1,1,"2",284
"100",1,"Complete Professional Education","Complete Professional Education","Executive","Executive","4","3",1,1,1,"3",390
"101",1,"Postgraduate Education","Complete Professional Education","Executive","Executive","5","3",1,1,1,"5",458
"102",1,"Complete Professional Education","Complete Professional Education","Entrepreneur ","Home","5","4",1,1,1,"4",252
"104",1,"Postgraduate Education","Complete Professional Education","Executive","Small entrepreneur ","4","5",1,1,1,"4",387
"105",1,"Postgraduate Education","Postgraduate Education","Operator","Operator","4","3",1,1,1,"5",424
"106",0,"Postgraduate Education","Postgraduate Education","Entrepreneur ","Independent professional","6","6",1,1,1,"4",463
"107",0,"Postgraduate Education","Postgraduate Education","Technical or professional level employee","Technical or professional level employee","3","3",1,0,1,"4",178
"108",0,"Complete Professional Education","Complete Professional Education","Independent professional","Independent","4","3",1,1,1,"5",447
"109",1,"Postgraduate Education","Postgraduate Education","Executive","Technical or professional level employee","5","4",1,1,1,"5",442
"110",1,"Complete Technical Education","Complete Technical Education","Entrepreneur ","Entrepreneur ","3","2",1,1,1,"2",361
"111",0,"Complete Technical Education","Complete Technical Education","Technical or professional level employee","Independent","3","4",1,1,1,"2",439
"112",1,"Unknown","Complete Professional Education","Other occupation","Small entrepreneur ","5","3",1,1,1,"5",385
"113",1,"Complete Professional Education","Complete Professional Education","Small entrepreneur ","Executive","3","4",1,1,1,"5",466
"114",1,"Postgraduate Education","Postgraduate Education","Small entrepreneur ","Home","3","3",1,1,1,"5",394
"116",1,"Complete Professional Education","Complete Professional Education","Other occupation","Other occupation","3","4",1,1,1,"4",276
"117",1,"Complete Secondary Education","Incomplete Secondary Education","Operator","Home","3","6",1,0,0,"1",289
"118",1,"Complete Professional Education","Complete Professional Education","Executive","Executive","6","3",1,0,1,"4",364
"119",1,"Complete Professional Education","Complete Technical Education","Retired","Small entrepreneur ","6","4",1,1,1,"5",390
"120",1,"Complete Secondary Education","Complete Secondary Education","Independent","Independent","3","4",1,0,1,"2",204
"121",1,"Complete Professional Education","Complete Professional Education","Entrepreneur ","Entrepreneur ","6","6",1,1,1,"4",367
"122",1,"Complete Professional Education","Complete Professional Education","Retired","Technical or professional level employee","4","6",1,1,1,"4",453
"123",1,"Complete Professional Education","Complete Professional Education","Executive","Executive","6","3",1,1,1,"4",352
"124",0,"Complete Professional Education","Complete Professional Education","Executive","Independent professional","5","4",1,1,1,"4",454
"125",1,"Postgraduate Education","Complete Professional Education","Executive","Technical or professional level employee","6","4",1,1,1,"4",337
"126",1,"Postgraduate Education","Complete Professional Education","Independent professional","Independent","5","4",1,1,1,"5",471
"127",1,"Complete Secondary Education","Complete Secondary Education","Independent","Independent","3","3",1,1,1,"3",364
"128",0,"Postgraduate Education","Postgraduate Education","Independent professional","Executive","3","2",1,0,1,"4",368
"129",0,"Unknown","Unknown","0","Home","3","3",0,0,1,"4",323
"130",1,"Complete Technical Education","Complete Professional Education","Technical or professional level employee","Home","3","4",1,0,1,"4",383
"131",0,"Complete Secondary Education","Complete Secondary Education","Operator","Auxiliary or Administrative","2","6",1,0,0,"2",368
"132",1,"Complete Professional Education","Complete Professional Education","Technical or professional level employee","Home","3","5",1,1,1,"3",216
"133",1,"Postgraduate Education","Postgraduate Education","Technical or professional level employee","Independent professional","2","4",1,1,1,"5",486
"134",1,"Complete Professional Education","Complete Professional Education","Entrepreneur ","Home","2","5",1,1,1,"4",242
"135",1,"Complete Technical Education","Complete Technical Education","Independent professional","Small entrepreneur ","3","4",1,1,1,"2",426
"136",1,"Complete Secondary Education","Complete Secondary Education","Independent","Independent","3","4",1,1,0,"3",334
"137",1,"Incomplete Professional Education","Complete Secondary Education","Executive","Executive","4","6",1,1,1,"2",291
"138",0,"Complete Professional Education","Complete Professional Education","Entrepreneur ","Small entrepreneur ","4","4",1,1,1,"4",457
"139",1,"Postgraduate Education","Complete Professional Education","Entrepreneur ","Independent professional","2","5",1,1,1,"5",433
"140",1,"Complete Professional Education","Complete Professional Education","Independent","Home","2","4",1,1,1,"2",394
"141",0,"Postgraduate Education","Postgraduate Education","Other occupation","Other occupation","3","5",1,1,1,"3",327
"142",1,"Complete Secondary Education","Incomplete Secondary Education","Operator","Entrepreneur ","1","7",1,0,1,"3",55
"143",0,"Complete Secondary Education","Complete Primary Education","Small entrepreneur ","Small entrepreneur ","2","4",1,0,1,"2",254
"144",1,"Incomplete Secondary Education","Complete Primary Education","Operator","Home","2","5",1,0,1,"2",209
"145",1,"Postgraduate Education","Postgraduate Education","Entrepreneur ","Small entrepreneur ","4","2",1,1,1,"5",440
"146",1,"Complete Professional Education","Postgraduate Education","Independent professional","Entrepreneur ","4","4",1,1,1,"5",459
"147",0,"Incomplete Technical Education","Incomplete Professional Education","Independent","Home","5","5",1,1,1,"5",296
"148",1,"Complete Secondary Education","Incomplete Professional Education","Operator","Operator","2","6",1,0,1,"4",392
"150",0,"Incomplete Secondary Education","Complete Primary Education","Operator","Operator","1","4",0,0,0,"2",162
"151",1,"Postgraduate Education","Complete Professional Education","Executive","Executive","5","4",1,1,1,"5",395
"152",0,"Postgraduate Education","Unknown","0","0","5","10",0,0,1,"4",452
"153",1,"Postgraduate Education","Complete Professional Education","Technical or professional level employee","Technical or professional level employee","4","4",1,1,1,"4",344
"154",1,"Incomplete Primary Education","Incomplete Primary Education","Independent","Home","2","5",1,1,1,"2",355
"155",0,"Complete Secondary Education","Complete Technical Education","Small entrepreneur ","Executive","3","5",1,1,1,"3",207
"156",1,"Unknown","Unknown","Small entrepreneur ","Small entrepreneur ","2","9",1,0,1,"2",86
"157",0,"Complete Secondary Education","Complete Professional Education","Entrepreneur ","Small entrepreneur ","5","11",1,1,1,"2",304
"159",1,"Complete Professional Education","Complete Professional Education","Operator","Operator","3","4",1,1,0,"4",368
"160",1,"Postgraduate Education","Postgraduate Education","Entrepreneur ","Independent professional","6","4",1,1,1,"5",366
"161",0,"Complete Professional Education","Complete Professional Education","Technical or professional level employee","Home","3","4",1,0,0,"2",399
"162",1,"Complete Technical Education","Complete Secondary Education","Independent","Independent","2","4",1,1,0,"3",144
"163",0,"Incomplete Primary Education","Unknown","0","0","5","3",0,1,0,"2",199
"164",1,"Complete Technical Education","Incomplete Professional Education","Independent professional","Operator","3","4",1,1,1,"3",186
"165",1,"Incomplete Technical Education","Complete Secondary Education","Other occupation","Home","1","2",0,0,0,"4",216
"166",0,"Complete Professional Education","Complete Professional Education","Independent professional","Entrepreneur ","3","3",1,1,1,"4",236
"167",0,"Unknown","Unknown","Independent professional","Auxiliary or Administrative","3","5",1,1,0,"4",258
"168",1,"Incomplete Secondary Education","Complete Secondary Education","Operator","Home","3","6",1,1,1,"3",262
"169",1,"Complete Secondary Education","Incomplete Secondary Education","Other occupation","Home","2","3",1,1,1,"4",359
"170",1,"Unknown","Complete Professional Education","Retired","Auxiliary or Administrative","2","5",1,0,1,"4",400
"171",0,"Complete Secondary Education","Incomplete Secondary Education","Operator","Operator","3","2",1,0,1,"4",321
"172",0,"Unknown","Unknown","0","Home","3","5",0,0,1,"4",294
"173",1,"Unknown","Unknown","0","0","2","2",0,0,1,"2",213
"174",1,"Incomplete Primary Education","Complete Primary Education","0","0","3","4",0,1,1,"3",227
"175",1,"Incomplete Primary Education","Incomplete Primary Education","0","0","3","4",0,0,1,"4",344
"176",1,"Complete Secondary Education","Complete Technical Education","Operator","Other occupation","3","5",1,1,1,"4",268
"177",1,"Complete Professional Education","Complete Technical Education","Technical or professional level employee","Home","2","4",1,1,1,"4",367
"178",1,"Complete Professional Education","Complete Secondary Education","Independent","Home","3","3",1,0,1,"4",365
"179",1,"Postgraduate Education","Complete Technical Education","Operator","Operator","2","3",0,0,1,"4",261
"180",1,"Complete Professional Education","Incomplete Professional Education","Executive","Home","3","5",1,0,1,"4",305
"181",0,"Complete Technical Education","Incomplete Professional Education","Home","Independent","3","4",1,0,1,"4",396
"182",1,"Unknown","Postgraduate Education","Independent professional","0","3","3",0,0,0,"2",192
"183",0,"Complete Technical Education","Complete Technical Education","Other occupation","Independent professional","3","3",1,0,1,"4",214
"184",0,"Complete Professional Education","Complete Professional Education","Technical or professional level employee","Technical or professional level employee","3","3",1,0,0,"2",302
"185",1,"Incomplete Primary Education","Incomplete Primary Education","Small entrepreneur ","Small entrepreneur ","3","5",1,0,0,"4",264
"186",1,"Incomplete Secondary Education","Complete Secondary Education","Other occupation","Home","1","3",0,0,0,"4",356
"187",1,"Unknown","Unknown","Other occupation","Retired","3","3",1,0,0,"4",185
"188",0,"Unknown","Unknown","Other occupation","Other occupation","3","4",1,0,0,"4",229
"189",1,"Unknown","Complete Secondary Education","Other occupation","Operator","1","4",0,0,0,"4",272
"190",0,"Unknown","Unknown","Other occupation","Other occupation","3","5",1,0,1,"4",302
"191",0,"Unknown","Unknown","Other occupation","Other occupation","3","4",1,0,1,"4",177
"192",1,"Complete Secondary Education","Incomplete Professional Education","Independent professional","Home","3","2",1,0,1,"4",394
"193",1,"Complete Secondary Education","Complete Secondary Education","Independent","Home","1","4",1,0,0,"2",248
"194",0,"Incomplete Secondary Education","Incomplete Secondary Education","0","0","4","4",0,0,1,"3",306
"195",1,"Unknown","Unknown","Other occupation","Other occupation","4","4",1,1,1,"4",182
"196",0,"Unknown","Unknown","0","Home","3","6",0,0,1,"2",408
"197",1,"Postgraduate Education","Unknown","0","Home","4","5",0,0,1,"2",326
"198",0,"Unknown","Complete Primary Education","0","0","2","4",0,0,1,"4",429
"199",0,"Postgraduate Education","Complete Secondary Education","Retired","Small entrepreneur ","4","4",1,1,1,"4",325
"200",0,"Incomplete Professional Education","Complete Technical Education","Independent","Executive","4","7",1,0,1,"4",333
"201",1,"Unknown","Unknown","0","Home","3","5",0,0,1,"4",274
"202",0,"Complete Secondary Education","Complete Primary Education","Operator","Home","1","4",1,0,1,"4",330
"203",1,"Postgraduate Education","Complete Professional Education","Executive","Independent professional","4","3",1,1,1,"4",472
"204",0,"Complete Professional Education","Complete Professional Education","Entrepreneur ","Independent professional","6","4",1,1,1,"2",97
"205",0,"Incomplete Primary Education","Incomplete Primary Education","0","Home","4","4",0,0,1,"4",306
"206",0,"Unknown","Unknown","Technical or professional level employee","Home","3","3",1,0,0,"4",146
"207",0,"Incomplete Secondary Education","Complete Professional Education","Independent","Technical or professional level employee","4","4",1,1,1,"2",287
"208",0,"Unknown","Unknown","0","0","3","11",0,0,1,"4",386
"209",0,"Complete Primary Education","Incomplete Primary Education","0","0","5","5",0,1,1,"4",349
"210",1,"Unknown","Unknown","0","0","3","7",0,0,1,"2",315
"211",0,"Complete Secondary Education","Complete Technical Education","Executive","Independent professional","6","6",1,1,1,"4",406
"212",1,"Unknown","Unknown","0","Home","6","5",0,1,1,"3",371
"213",1,"Complete Professional Education","Complete Secondary Education","Small entrepreneur ","Small entrepreneur ","4","4",1,1,1,"4",424
"214",1,"Complete Professional Education","Complete Professional Education","Technical or professional level employee","Technical or professional level employee","4","4",1,1,1,"4",238
"215",1,"Complete Professional Education","Complete Technical Education","Small entrepreneur ","Entrepreneur ","2","5",1,1,1,"4",355
"216",0,"Complete Technical Education","Complete Technical Education","Independent","Home","3","8",1,1,1,"2",232
"217",1,"Unknown","Unknown","0","0","3","4",0,0,1,"4",330
"218",0,"Complete Secondary Education","Complete Professional Education","Independent","Home","4","4",1,1,1,"4",299
"219",1,"Complete Technical Education","Complete Secondary Education","Other occupation","Independent","3","3",1,1,1,"4",104
"220",0,"Complete Professional Education","Complete Professional Education","Independent","Executive","3","3",1,0,1,"4",219
"221",1,"Complete Secondary Education","Incomplete Secondary Education","Other occupation","Home","3","2",1,0,1,"4",413
"222",0,"Unknown","Incomplete Primary Education","0","0","2","5",0,1,1,"4",376
"223",1,"Unknown","Unknown","0","0","3","4",0,1,1,"4",385
"224",1,"Unknown","Unknown","0","0","1","4",0,0,0,"4",217
"225",0,"Complete Secondary Education","Incomplete Professional Education","Auxiliary or Administrative","Home","1","5",0,0,1,"4",353
"226",1,"Unknown","Unknown","0","0","3","5",0,1,1,"4",407
"227",1,"Unknown","Incomplete Primary Education","0","0","4","4",0,1,1,"4",170
"228",1,"Complete Professional Education","Complete Professional Education","Executive","Technical or professional level employee","4","4",1,1,1,"3",311
"229",1,"Complete Professional Education","Complete Professional Education","Retired","Technical or professional level employee","3","7",1,1,1,"4",380
"230",0,"Unknown","Unknown","Entrepreneur ","0","5","4",0,1,0,"4",361
"231",0,"Complete Professional Education","Complete Professional Education","Executive","Executive","5","3",1,1,1,"4",300
"232",1,"Complete Technical Education","Incomplete Secondary Education","Technical or professional level employee","Home","4","4",1,1,1,"3",405
"233",1,"Incomplete Professional Education","Complete Professional Education","Small entrepreneur ","Home","3","5",1,1,1,"4",289
"234",1,"Unknown","Unknown","Executive","Independent professional","4","2",1,1,1,"4",322
"235",0,"Incomplete Technical Education","Incomplete Professional Education","Technical or professional level employee","Independent","4","4",1,1,1,"4",365
"236",0,"Postgraduate Education","Complete Professional Education","Operator","Independent professional","4","4",1,0,1,"4",400
"237",0,"Complete Technical Education","Complete Technical Education","Technical or professional level employee","Home","4","4",1,0,1,"4",346
"238",0,"Incomplete Primary Education","Incomplete Primary Education","Independent","Home","4","3",1,1,1,"4",265
"239",0,"Complete Professional Education","Complete Secondary Education","Independent","Independent","4","4",1,1,1,"4",411
"240",1,"Complete Secondary Education","Complete Professional Education","Executive","Executive","5","4",1,1,1,"4",453
"241",0,"Unknown","Unknown","0","Home","2","4",0,0,0,"4",403
"242",1,"Postgraduate Education","Complete Secondary Education","Executive","Other occupation","4","6",1,1,1,"4",280
"243",1,"Complete Secondary Education","Complete Secondary Education","Operator","Home","3","5",1,1,1,"4",368
"244",1,"Complete Professional Education","Incomplete Professional Education","Retired","Technical or professional level employee","4","3",1,0,1,"4",377
"245",0,"Complete Secondary Education","Complete Secondary Education","Auxiliary or Administrative","Home","3","4",1,0,0,"4",279
"246",1,"Postgraduate Education","Postgraduate Education","Executive","Executive","4","4",1,0,1,"5",438
"247",0,"Unknown","Unknown","0","Home","5","5",0,0,1,"4",437
"248",0,"Complete Secondary Education","Complete Secondary Education","Independent professional","Independent professional","3","3",1,1,0,"2",304
"249",0,"Incomplete Secondary Education","Complete Secondary Education","Operator","Operator","3","3",1,0,0,"4",234
"250",0,"Complete Secondary Education","Complete Secondary Education","Operator","Independent","3","5",1,0,1,"3",312
"251",0,"Postgraduate Education","Postgraduate Education","Executive","Technical or professional level employee","4","3",1,1,1,"4",250
"252",0,"Complete Professional Education","Complete Technical Education","Executive","Technical or professional level employee","4","5",1,1,1,"4",252
"253",1,"Incomplete Primary Education","Incomplete Primary Education","0","0","4","4",0,0,1,"4",323
"254",0,"Postgraduate Education","Postgraduate Education","Independent professional","Independent professional","4","4",1,1,1,"4",245
"255",0,"Incomplete Secondary Education","Postgraduate Education","Small entrepreneur ","Independent professional","4","5",1,1,1,"4",330
"256",1,"Unknown","Complete Professional Education","Other occupation","Technical or professional level employee","4","3",1,0,1,"4",243
"257",1,"Complete Professional Education","Complete Professional Education","Entrepreneur ","Small entrepreneur ","4","3",1,1,0,"4",373
"258",1,"Incomplete Secondary Education","Incomplete Technical Education","Retired","Home","4","3",1,1,1,"4",295
"259",1,"Postgraduate Education","Complete Professional Education","Executive","Executive","4","4",1,1,1,"4",440
"260",1,"Postgraduate Education","Incomplete Professional Education","Executive","Executive","6","3",1,1,1,"4",474
"261",1,"Postgraduate Education","Postgraduate Education","Independent","Technical or professional level employee","4","3",1,1,1,"4",432
"262",1,"Unknown","Unknown","Entrepreneur ","Home","1","4",0,0,1,"4",314
"263",0,"Postgraduate Education","Postgraduate Education","0","0","4","5",0,0,1,"2",300
"264",0,"Unknown","Unknown","0","0","4","4",0,0,1,"4",447
"265",0,"Complete Secondary Education","Complete Secondary Education","Independent","Home","3","5",1,0,1,"4",385
"266",0,"Unknown","Incomplete Primary Education","0","0","4","4",0,1,1,"4",327
"267",0,"Incomplete Secondary Education","Unknown","0","0","3","3",0,0,1,"4",404
"268",0,"Postgraduate Education","Incomplete Professional Education","Executive","Home","4","3",1,1,0,"2",262
"269",0,"Incomplete Primary Education","Unknown","0","Home","3","4",0,1,1,"4",235
"270",1,"Incomplete Primary Education","Unknown","0","0","3","4",0,0,0,"4",344
"271",1,"Complete Technical Education","Incomplete Technical Education","Independent professional","Independent professional","1","4",1,1,1,"4",143
"272",0,"Unknown","Unknown","0","0","2","4",0,0,0,"4",297
"273",1,"Complete Professional Education","Complete Professional Education","Other occupation","Home","6","5",1,1,1,"4",429
"274",0,"Postgraduate Education","Postgraduate Education","Entrepreneur ","Entrepreneur ","4","4",0,1,1,"5",349
"275",1,"Complete Professional Education","Complete Professional Education","Independent","Retired","3","2",1,0,1,"4",352
"276",1,"Complete Secondary Education","Complete Secondary Education","Small entrepreneur ","Small entrepreneur ","4","4",1,1,1,"4",422
"277",0,"Complete Primary Education","Complete Secondary Education","Independent","Small entrepreneur ","2","8",1,0,0,"4",291
"278",1,"Postgraduate Education","Complete Professional Education","Operator","Independent","5","4",1,1,1,"4",325
"279",1,"Postgraduate Education","Postgraduate Education","Executive","Independent professional","4","3",1,1,1,"4",342
"280",1,"Incomplete Secondary Education","Complete Secondary Education","Entrepreneur ","Entrepreneur ","2","3",1,0,1,"2",198
"281",1,"Unknown","Unknown","0","0","4","4",0,1,1,"4",305
"282",1,"Unknown","Unknown","0","0","1","5",0,0,1,"4",279
"283",1,"Complete Secondary Education","Complete Secondary Education","Small entrepreneur ","Small entrepreneur ","4","4",1,1,1,"4",245
"284",1,"Postgraduate Education","Postgraduate Education","Technical or professional level employee","Technical or professional level employee","4","5",1,0,1,"4",420
"285",0,"Incomplete Secondary Education","Incomplete Secondary Education","Small entrepreneur ","Home","3","4",1,1,1,"4",143
"286",0,"Postgraduate Education","Unknown","0","0","4","5",0,0,1,"3",271
